opportunity_id,sales_rep,product,account_name,deal_stage,engage_date,close_date,revenue,state,zip_code,region
PVLGUIEN,Corliss Cosme,MG Advanced,,Engaging,2017-04-09,,0.0,TX,75001,East
XUQ7RS1Q,Daniell Hammack,GTXPro,Betasoloin,Lost,2017-04-09,2017-05-30,0.0,WV,25301,East
UFGI9P05,Darcel Schlecht,GTXPro,Ron-tech,Won,2017-04-09,2017-04-18,4978.0,IL,60601,Central
RDQZ245F,Elease Gluck,MG Special,Dalttechnology,Won,2017-04-09,2017-05-29,56.0,OR,97201,West
JA2CDNVM,Gladys Colclough,MG Advanced,Inity,Won,2017-04-09,2017-04-14,3077.0,OK,73101,Central
R0XAJA2I,Hayden Neloms,GTX Plus Basic,Hottechi,Won,2017-04-09,2017-04-17,974.0,IL,60601,West
BU1B6PHK,Kami Bicknell,GTX Plus Basic,Cheers,Won,2017-04-09,2017-04-10,915.0,CO,80201,West
C3918FWQ,Kary Hendrixson,GTX Plus Basic,Singletechno,Lost,2017-04-09,2017-08-12,0.0,AK,99501,West
8GBXTWXE,Kary Hendrixson,MG Advanced,Blackzim,Lost,2017-04-09,2017-04-16,0.0,CA,90001,West
Z29AX2KB,Kary Hendrixson,GTX Plus Basic,Condax,Won,2017-04-09,2017-06-20,983.0,ND,58501,West
E733YMVH,Marty Freudenburg,GTX Plus Basic,Inity,Won,2017-04-09,2017-04-10,1204.0,OK,73101,Central
Y35ES8UY,Moses Frase,GTX Plus Pro,Condax,Lost,2017-04-09,2017-04-16,0.0,ND,58501,Central
QDRYCR05,Niesha Huffines,GTX Plus Basic,Konmatfix,Won,2017-04-09,2017-04-10,970.0,IN,46201,Central
TYWS7KJR,Reed Clapper,GTX Basic,Betasoloin,Won,2017-04-09,2017-04-16,575.0,WV,25301,East
X22G55Y5,Rosie Papadopoulos,GTX Plus Pro,Ganjaflex,Won,2017-04-09,2017-06-18,5986.0,MD,21201,East
X7FZMKZW,Versie Hillebrand,GTX Plus Basic,Finhigh,Lost,2017-04-09,2017-04-21,0.0,AL,35201,Central
72WE0PUH,Vicki Laflamme,MG Special,Rantouch,Won,2017-04-09,2017-06-16,64.0,CA,90001,West
45B6VA2Y,Violet Mclelland,MG Special,,Engaging,2017-04-09,,0.0,TX,75001,East
SKBDCYV5,Zane Levy,GTX Plus Basic,Zencorporation,Engaging,2017-04-09,,0.0,WV,25301,West
HLGGWYP1,Zane Levy,GTX Basic,Scotfind,Lost,2017-04-09,2017-04-15,0.0,AZ,85001,West
RU3OP2BA,Zane Levy,MG Advanced,J-Texon,Won,2017-04-09,2017-06-26,3070.0,WY,82001,West
YXOM4S7G,Anna Snelling,MG Special,Finhigh,Lost,2017-04-10,2017-04-11,0.0,AL,35201,Central
JPH5WS60,Boris Faz,GTX Basic,Initech,Lost,2017-04-10,2017-04-11,0.0,FL,33101,East
O1TDG6YN,Cassey Cress,GTX Plus Basic,Mathtouch,Lost,2017-04-10,2017-04-17,0.0,VT,05601,East
4INFXLM5,Cecily Lampkin,MG Special,Rangreen,Lost,2017-04-10,2017-04-20,0.0,MN,55401,Central
LIZMTGH2,Cecily Lampkin,MG Advanced,Isdom,Won,2017-04-10,2017-04-18,3409.0,IA,50301,Central
04LU4OPA,Daniell Hammack,GTX Plus Pro,Acme Corporation,Won,2017-04-10,2017-06-11,5721.0,NC,28201,East
T1I8GE75,Daniell Hammack,GTXPro,Ganjaflex,Won,2017-04-10,2017-06-28,5039.0,MD,21201,East
2HU581DM,Daniell Hammack,GTXPro,Xx-zobam,Won,2017-04-10,2017-04-11,5000.0,SC,29201,East
75S7S74S,Darcel Schlecht,GTX Basic,Hottechi,Lost,2017-04-10,2017-04-18,0.0,IL,60601,Central
VTVF5TBV,Darcel Schlecht,GTXPro,Codehow,Lost,2017-04-10,2017-04-18,0.0,NE,68101,Central
6AC2ATXU,Darcel Schlecht,GTX Plus Pro,Gogozoom,Won,2017-04-10,2017-04-16,4955.0,WI,53201,Central
F4J6AVPQ,Darcel Schlecht,GTXPro,Condax,Won,2017-04-10,2017-04-17,5065.0,ND,58501,Central
NFTSU7RW,Darcel Schlecht,GTXPro,Globex Corporation,Won,2017-04-10,2017-04-17,4343.0,TN,37201,Central
NCUXZU3S,Darcel Schlecht,GTXPro,Stanredtax,Won,2017-04-10,2017-04-20,3892.0,NE,68101,Central
YGNVLLUR,Gladys Colclough,GTX Basic,Warephase,Lost,2017-04-10,2017-04-20,0.0,MS,39201,Central
XQ0N9T87,Hayden Neloms,MG Advanced,,Engaging,2017-04-10,,0.0,TX,75001,West
O08NQM1J,James Ascencio,MG Advanced,Cheers,Lost,2017-04-10,2017-04-11,0.0,CO,80201,West
5OJ4IRW4,Jonathan Berthelot,GTX Plus Basic,Conecom,Won,2017-04-10,2017-06-27,1115.0,MN,55401,Central
ZLY8SZXO,Kami Bicknell,GTX Basic,Kan-code,Won,2017-04-10,2017-04-16,533.0,VA,23201,West
DCC85LZO,Kami Bicknell,GTX Plus Basic,Cheers,Won,2017-04-10,2017-04-13,1290.0,CO,80201,West
ZVWUL0LL,Kary Hendrixson,GTX Basic,Hottechi,Lost,2017-04-10,2017-04-12,0.0,IL,60601,West
4R5LIB5F,Kary Hendrixson,GTX Plus Basic,Green-Plus,Lost,2017-04-10,2017-06-13,0.0,CO,80201,West
P010EEZF,Lajuana Vencill,MG Special,Dontechi,Lost,2017-04-10,2017-04-12,0.0,AR,72201,Central
7AL9GWK6,Lajuana Vencill,GTX Plus Basic,Codehow,Won,2017-04-10,2017-06-02,1047.0,NE,68101,Central
RHXY2M2W,Lajuana Vencill,MG Special,Gogozoom,Won,2017-04-10,2017-04-18,47.0,WI,53201,Central
IKU97NEU,Markita Hansen,MG Advanced,Funholding,Engaging,2017-04-10,,0.0,MO,63101,West
R7SESFM0,Marty Freudenburg,GTX Basic,Condax,Lost,2017-04-10,2017-04-21,0.0,ND,58501,Central
X501NN9P,Marty Freudenburg,GTXPro,Rangreen,Won,2017-04-10,2017-06-09,4413.0,MN,55401,Central
AUDYTWRK,Maureen Marcano,GTX Plus Basic,Hottechi,Won,2017-04-10,2017-06-26,950.0,IL,60601,West
EUKD4Z0V,Reed Clapper,GTXPro,Plussunin,Lost,2017-04-10,2017-04-16,0.0,MA,02101,East
KPUHKYWU,Reed Clapper,GTXPro,The New York Inquirer,Won,2017-04-10,2017-04-20,4136.0,ME,04101,East
B0KF3NFK,Versie Hillebrand,MG Special,Rundofase,Won,2017-04-10,2017-04-18,62.0,WI,53201,Central
70M5V003,Vicki Laflamme,MG Special,J-Texon,Lost,2017-04-10,2017-04-18,0.0,WY,82001,West
456BP2X7,Zane Levy,MG Advanced,,Engaging,2017-04-10,,0.0,TX,75001,West
OC66D0JA,Zane Levy,GTX Basic,Goodsilron,Won,2017-04-10,2017-04-11,467.0,MT,59601,West
KE7SZLG7,Boris Faz,GTX Plus Basic,Gekko & Co,Won,2017-04-11,2017-06-11,1075.0,DC,20001,East
XYZ39YT2,Cecily Lampkin,MG Special,Betatech,Lost,2017-04-11,2017-04-19,0.0,OK,73101,Central
O4LNS6IC,Daniell Hammack,MG Special,Ontomedia,Won,2017-04-11,2017-04-13,52.0,VA,23201,East
UKIM9XIZ,Darcel Schlecht,GTXPro,Inity,Lost,2017-04-11,2017-04-19,0.0,OK,73101,Central
5Z0ACVAM,Darcel Schlecht,GTXPro,Inity,Lost,2017-04-11,2017-04-12,0.0,OK,73101,Central
DIAR4IM7,Darcel Schlecht,GTXPro,Condax,Won,2017-04-11,2017-04-18,4837.0,ND,58501,Central
30YWHJV8,Donn Cantrell,GTX Plus Basic,Plussunin,Lost,2017-04-11,2017-04-18,0.0,MA,02101,East
ABXW1X4U,Elease Gluck,GTX Basic,Faxquote,Lost,2017-04-11,2017-06-22,0.0,WA,98101,West
SZ1H1L8I,Elease Gluck,GTX Plus Basic,Xx-holding,Won,2017-04-11,2017-04-13,1163.0,AK,99501,West
IR03B656,Gladys Colclough,GTX Basic,Rundofase,Lost,2017-04-11,2017-04-21,0.0,WI,53201,Central
6NZROTHF,James Ascencio,GTX Plus Pro,Rantouch,Lost,2017-04-11,2017-06-10,0.0,CA,90001,West
IFIIB8Y6,Kami Bicknell,GTX Basic,Konex,Lost,2017-04-11,2017-04-13,0.0,OR,97201,West
J58BUYQH,Kary Hendrixson,GTX Plus Basic,,Engaging,2017-04-11,,0.0,TX,75001,West
R2CS85YJ,Kary Hendrixson,GTX Basic,Groovestreet,Lost,2017-04-11,2017-04-13,0.0,UT,84101,West
8EAINY61,Kary Hendrixson,GTX Basic,Singletechno,Lost,2017-04-11,2017-04-18,0.0,AK,99501,West
T23MHC9C,Kary Hendrixson,GTX Basic,Doncon,Won,2017-04-11,2017-04-18,568.0,AK,99501,West
D30QC4EE,Kary Hendrixson,GTXPro,Rantouch,Won,2017-04-11,2017-06-19,5063.0,CA,90001,West
JHIX3ODA,Moses Frase,MG Advanced,dambase,Lost,2017-04-11,2017-04-21,0.0,LA,70101,Central
BPUE8GTU,Moses Frase,MG Special,Rundofase,Won,2017-04-11,2017-06-06,46.0,WI,53201,Central
2DOJKFNW,Niesha Huffines,MG Advanced,dambase,Lost,2017-04-11,2017-04-12,0.0,LA,70101,Central
0PSKGNYE,Niesha Huffines,GTX Basic,Gogozoom,Won,2017-04-11,2017-04-12,504.0,WI,53201,Central
J75N0QYA,Niesha Huffines,MG Special,Gogozoom,Won,2017-04-11,2017-04-13,55.0,WI,53201,Central
SDS8SAZC,Rosalina Dieter,GTXPro,Hatfan,Won,2017-04-11,2017-06-17,4760.0,WY,82001,West
1426E8W6,Versie Hillebrand,GTX Basic,Cancity,Lost,2017-04-11,2017-04-21,0.0,IN,46201,Central
3BFBN8JW,Versie Hillebrand,MG Advanced,Funholding,Lost,2017-04-11,2017-04-18,0.0,MO,63101,Central
W1GERPB9,Vicki Laflamme,GTXPro,Fasehatice,Won,2017-04-11,2017-06-21,4653.0,NM,87101,West
FN1QX0BQ,Violet Mclelland,MG Special,,Engaging,2017-04-11,,0.0,TX,75001,East
922DHXBA,Violet Mclelland,MG Special,Opentech,Lost,2017-04-11,2017-04-22,0.0,NY,10001,East
L36WU4AH,Violet Mclelland,MG Special,Massive Dynamic,Won,2017-04-11,2017-04-12,55.0,FL,33101,East
2K8H292S,Anna Snelling,GTX Basic,Rundofase,Lost,2017-04-12,2017-04-18,0.0,WI,53201,Central
7Y530NLJ,Boris Faz,GTX Plus Basic,Genco Pura Olive Oil Company,Engaging,2017-04-12,,0.0,MS,39201,East
XNHGOHPW,Boris Faz,MG Advanced,Konex,Won,2017-04-12,2017-04-22,3223.0,OR,97201,East
GAM8C5ET,Cassey Cress,GTX Plus Pro,Betasoloin,Lost,2017-04-12,2017-04-17,0.0,WV,25301,East
BHT7UEDJ,Cassey Cress,GTX Basic,Zathunicon,Won,2017-04-12,2017-04-19,553.0,ME,04101,East
7PAVX9CP,Cassey Cress,GTX Plus Basic,Gekko & Co,Won,2017-04-12,2017-04-14,1114.0,DC,20001,East
IVW8MQGN,Cecily Lampkin,MG Advanced,dambase,Won,2017-04-12,2017-04-20,3785.0,LA,70101,Central
CVFUMOK9,Corliss Cosme,GTX Plus Pro,Rangreen,Engaging,2017-04-12,,0.0,MN,55401,East
1VHUPB8X,Darcel Schlecht,GTX Plus Basic,Streethex,Lost,2017-04-12,2017-04-14,0.0,WI,53201,Central
G5FN7I7T,Darcel Schlecht,MG Advanced,Gogozoom,Lost,2017-04-12,2017-06-28,0.0,WI,53201,Central
OHVPXBSR,Donn Cantrell,GTXPro,Yearin,Won,2017-04-12,2017-04-13,5316.0,PA,19101,East
GHY9QZKG,Hayden Neloms,MG Special,Goodsilron,Lost,2017-04-12,2017-04-16,0.0,MT,59601,West
M9RGVU1F,Jonathan Berthelot,GTXPro,Cancity,Lost,2017-04-12,2017-04-24,0.0,IN,46201,Central
JBBJL4C2,Jonathan Berthelot,GTX Basic,Dontechi,Won,2017-04-12,2017-06-23,531.0,AR,72201,Central
HMI6RBK9,Jonathan Berthelot,GTX Basic,Rangreen,Won,2017-04-12,2017-06-16,544.0,MN,55401,Central
2EKGLB0Q,Kami Bicknell,GTX Basic,Y-corporation,Won,2017-04-12,2017-04-13,478.0,AK,99501,West
NBYPJR21,Kami Bicknell,GTXPro,Finjob,Won,2017-04-12,2017-04-22,5672.0,CO,80201,West
HYPZOTY8,Kami Bicknell,MG Special,Goodsilron,Won,2017-04-12,2017-04-19,51.0,MT,59601,West
31I0SB7T,Kami Bicknell,MG Advanced,Konex,Won,2017-04-12,2017-04-19,3141.0,OR,97201,West
R0CLLIH9,Kary Hendrixson,GTXPro,,Engaging,2017-04-12,,0.0,TX,75001,West
UIDAJBAI,Kary Hendrixson,GTXPro,Doncon,Lost,2017-04-12,2017-04-13,0.0,AK,99501,West
VO3C2LE4,Kary Hendrixson,MG Special,Groovestreet,Lost,2017-04-12,2017-04-16,0.0,UT,84101,West
UC7JT39Q,Markita Hansen,MG Special,Golddex,Lost,2017-04-12,2017-04-13,0.0,WY,82001,West
F1LLBOUV,Marty Freudenburg,GTX Plus Basic,Codehow,Lost,2017-04-12,2017-04-13,0.0,NE,68101,Central
7H9J8W50,Marty Freudenburg,GTX Plus Pro,Hottechi,Lost,2017-04-12,2017-04-14,0.0,IL,60601,Central
8O03S3U3,Moses Frase,GTX Plus Pro,Conecom,Lost,2017-04-12,2017-04-22,0.0,MN,55401,Central
TGQN6HTN,Reed Clapper,GTX Plus Pro,Kan-code,Won,2017-04-12,2017-06-21,5393.0,VA,23201,East
X8GGF9MG,Rosalina Dieter,MG Special,Dontechi,Engaging,2017-04-12,,0.0,AR,72201,West
CPJK2600,Versie Hillebrand,MG Special,Statholdings,Lost,2017-04-12,2017-04-19,0.0,WI,53201,Central
3P7QQSVF,Vicki Laflamme,MG Special,,Engaging,2017-04-12,,0.0,TX,75001,West
PGXIPGDM,Vicki Laflamme,MG Advanced,Lexiqvolax,Engaging,2017-04-12,,0.0,UT,84101,West
TLXS1NB8,Vicki Laflamme,GTX Plus Pro,Green-Plus,Lost,2017-04-12,2017-04-19,0.0,CO,80201,West
TRR34NSR,Vicki Laflamme,GTX Basic,Hottechi,Won,2017-04-12,2017-06-06,638.0,IL,60601,West
F2KINGVU,Vicki Laflamme,MG Special,J-Texon,Won,2017-04-12,2017-04-23,50.0,WY,82001,West
Q169CIK6,Violet Mclelland,MG Advanced,Bioplex,Lost,2017-04-12,2017-04-18,0.0,PA,19101,East
1QWG9VM6,Zane Levy,GTXPro,Hatfan,Won,2017-04-12,2017-04-22,4272.0,WY,82001,West
8OHCCD42,Anna Snelling,GTX Plus Basic,Bioholding,Lost,2017-04-13,2017-04-15,0.0,IA,50301,Central
QBCK25DV,Anna Snelling,MG Special,Inity,Won,2017-04-13,2017-04-15,58.0,OK,73101,Central
8IEVY30X,Boris Faz,GTX Plus Basic,Ontomedia,Won,2017-04-13,2017-04-14,1088.0,VA,23201,East
6444O6DK,Corliss Cosme,GTX Basic,Donquadtech,Lost,2017-04-13,2017-04-23,0.0,GA,30301,East
GNL7T2JP,Corliss Cosme,GTXPro,Silis,Lost,2017-04-13,2017-04-18,0.0,NY,10001,East
V9YR14KW,Daniell Hammack,GTX Basic,Plussunin,Lost,2017-04-13,2017-04-20,0.0,MA,02101,East
24LP4J8U,Daniell Hammack,GTXPro,Kan-code,Lost,2017-04-13,2017-05-13,0.0,VA,23201,East
37LTMWB0,Darcel Schlecht,GTX Basic,Betatech,Lost,2017-04-13,2017-04-20,0.0,OK,73101,Central
8BH9RNZI,Darcel Schlecht,GTXPro,Globex Corporation,Lost,2017-04-13,2017-04-14,0.0,TN,37201,Central
2ZU519Y6,Darcel Schlecht,GTX Plus Basic,Domzoom,Won,2017-04-13,2017-04-19,1327.0,ND,58501,Central
ZESI2PFU,Darcel Schlecht,GTX Plus Basic,Dontechi,Won,2017-04-13,2017-06-27,923.0,AR,72201,Central
X8T4XLTY,Darcel Schlecht,GTX Plus Basic,Scottech,Won,2017-04-13,2017-04-23,1058.0,IA,50301,Central
OS2CD01K,Darcel Schlecht,GTX Plus Pro,Streethex,Won,2017-04-13,2017-04-21,5220.0,WI,53201,Central
JNKDEAG9,Gladys Colclough,GTX Plus Pro,Condax,Lost,2017-04-13,2017-04-19,0.0,ND,58501,Central
7MGVL7FC,Gladys Colclough,MG Special,Ron-tech,Won,2017-04-13,2017-04-22,55.0,IL,60601,Central
IFJ2AE9R,Hayden Neloms,MG Advanced,Dalttechnology,Lost,2017-04-13,2017-04-20,0.0,OR,97201,West
HEDUIEUN,Hayden Neloms,MG Special,Hatfan,Won,2017-04-13,2017-06-23,62.0,WY,82001,West
D3OST43E,James Ascencio,GTX Plus Basic,Golddex,Won,2017-04-13,2017-04-20,996.0,WY,82001,West
Z7OH4GWO,Kami Bicknell,GTXPro,,Engaging,2017-04-13,,0.0,TX,75001,West
9537WTHG,Kami Bicknell,GTX Basic,Rantouch,Lost,2017-04-13,2017-06-09,0.0,CA,90001,West
6PMHI9G4,Kami Bicknell,GTX Basic,Hottechi,Won,2017-04-13,2017-04-22,543.0,IL,60601,West
H3ITKE4I,Kary Hendrixson,GTXPro,Hatfan,Lost,2017-04-13,2017-04-19,0.0,WY,82001,West
4RPUMZ9M,Kary Hendrixson,GTXPro,Y-corporation,Lost,2017-04-13,2017-04-21,0.0,AK,99501,West
U9RFE81I,Moses Frase,MG Special,Warephase,Lost,2017-04-13,2017-08-16,0.0,MS,39201,Central
4T2XENE2,Niesha Huffines,GTX Plus Basic,Scottech,Lost,2017-04-13,2017-06-16,0.0,IA,50301,Central
LIFA0JYO,Versie Hillebrand,MG Special,Finhigh,Lost,2017-04-13,2017-05-26,0.0,AL,35201,Central
JQ8V4I1K,Versie Hillebrand,MG Special,Bioholding,Won,2017-04-13,2017-04-22,56.0,IA,50301,Central
N5CCEEOY,Vicki Laflamme,GTX Plus Pro,Kan-code,Lost,2017-04-13,2017-04-20,0.0,VA,23201,West
C0SNGBJU,Vicki Laflamme,MG Advanced,Blackzim,Lost,2017-04-13,2017-04-23,0.0,CA,90001,West
VN6JB8HU,Violet Mclelland,GTX Plus Basic,Sumace,Won,2017-04-13,2017-06-10,1145.0,VT,05601,East
JK4IB77I,Wilburn Farren,GTXPro,Silis,Lost,2017-04-13,2017-04-26,0.0,NY,10001,East
81G840FM,Zane Levy,GTX Basic,,Engaging,2017-04-13,,0.0,TX,75001,West
U5K2MZB6,Zane Levy,MG Advanced,,Engaging,2017-04-13,,0.0,TX,75001,West
XMEYATKB,Cassey Cress,GTX Plus Pro,Zencorporation,Lost,2017-04-14,2017-04-19,0.0,WV,25301,East
IUDDK8Q0,Cassey Cress,GTXPro,Bluth Company,Lost,2017-04-14,2017-04-22,0.0,MD,21201,East
YQXAY03C,Cassey Cress,MG Advanced,Umbrella Corporation,Lost,2017-04-14,2017-04-19,0.0,MA,02101,East
QKQ5N9Z1,Corliss Cosme,GTX Plus Basic,Massive Dynamic,Won,2017-04-14,2017-04-23,1033.0,FL,33101,East
RZRRMWTH,Daniell Hammack,MG Advanced,The New York Inquirer,Lost,2017-04-14,2017-04-20,0.0,ME,04101,East
JS9SCCJ3,Darcel Schlecht,GTX Plus Basic,Gogozoom,Lost,2017-04-14,2017-04-15,0.0,WI,53201,Central
WOBZWEPI,Darcel Schlecht,GTXPro,Treequote,Lost,2017-04-14,2017-04-16,0.0,TN,37201,Central
HBIQF55L,Darcel Schlecht,GTXPro,Cancity,Won,2017-04-14,2017-08-14,4359.0,IN,46201,Central
V5XB0UPL,Darcel Schlecht,GTXPro,Warephase,Won,2017-04-14,2017-06-02,4575.0,MS,39201,Central
QW9JMUTD,Darcel Schlecht,MG Special,Finhigh,Won,2017-04-14,2017-04-22,53.0,AL,35201,Central
7ODLTF4W,Elease Gluck,GTX Basic,J-Texon,Won,2017-04-14,2017-04-16,597.0,WY,82001,West
RUCPPMPY,Elease Gluck,MG Advanced,Zoomit,Won,2017-04-14,2017-06-16,3179.0,AK,99501,West
SJHD5TFA,Gladys Colclough,GTX Basic,Globex Corporation,Lost,2017-04-14,2017-06-16,0.0,TN,37201,Central
2B0QVPBT,Gladys Colclough,MG Special,Stanredtax,Won,2017-04-14,2017-04-15,57.0,NE,68101,Central
YIZ1VQ3U,Hayden Neloms,MG Advanced,Hottechi,Lost,2017-04-14,2017-04-15,0.0,IL,60601,West
FMNSL9TP,Hayden Neloms,MG Advanced,Scotfind,Won,2017-04-14,2017-04-24,2997.0,AZ,85001,West
8ZU8D508,James Ascencio,GTX Basic,Faxquote,Won,2017-04-14,2017-05-29,545.0,WA,98101,West
NVDVFYGE,Jonathan Berthelot,GTX Basic,Zumgoity,Won,2017-04-14,2017-04-25,565.0,KS,66601,Central
QQH0YV1W,Jonathan Berthelot,MG Special,Treequote,Won,2017-04-14,2017-04-24,54.0,TN,37201,Central
ZVAZKWF3,Kami Bicknell,GTXPro,,Engaging,2017-04-14,,0.0,TX,75001,West
IUNX2OMX,Kami Bicknell,GTX Basic,J-Texon,Lost,2017-04-14,2017-04-15,0.0,WY,82001,West
6WODV6KD,Kami Bicknell,GTXPro,Sunnamplex,Won,2017-04-14,2017-04-21,4991.0,CA,90001,West
6S2ABHZS,Markita Hansen,GTX Basic,,Engaging,2017-04-14,,0.0,TX,75001,West
COM9RNBL,Markita Hansen,MG Special,,Engaging,2017-04-14,,0.0,TX,75001,West
RTZFPWVN,Maureen Marcano,GTX Plus Pro,Hottechi,Lost,2017-04-14,2017-04-19,0.0,IL,60601,West
VYDCTUAU,Maureen Marcano,MG Advanced,Blackzim,Lost,2017-04-14,2017-04-16,0.0,CA,90001,West
KYFONJP5,Rosie Papadopoulos,GTXPro,Silis,Won,2017-04-14,2017-06-16,5546.0,NY,10001,East
ANXSK3QV,Vicki Laflamme,MG Special,Hottechi,Won,2017-04-14,2017-04-20,59.0,IL,60601,West
7I6OHUE4,Anna Snelling,GTX Plus Basic,Statholdings,Lost,2017-04-15,2017-04-23,0.0,WI,53201,Central
AY9NWO78,Anna Snelling,MG Special,Statholdings,Lost,2017-04-15,2017-04-20,0.0,WI,53201,Central
BEP06EN5,Anna Snelling,GTX Plus Pro,Statholdings,Won,2017-04-15,2017-04-16,5082.0,WI,53201,Central
8H95X3AP,Boris Faz,GTX Plus Pro,Iselectrics,Won,2017-04-15,2017-04-24,5293.0,PA,19101,East
P7LVKDC9,Cecily Lampkin,GTX Plus Basic,Hottechi,Won,2017-04-15,2017-06-27,1163.0,IL,60601,Central
QRVHBQSF,Donn Cantrell,MG Special,Ganjaflex,Won,2017-04-15,2017-04-16,49.0,MD,21201,East
8KH8XJRE,Garret Kinder,MG Special,Donquadtech,Won,2017-04-15,2017-05-01,53.0,GA,30301,East
YZ4AIQQR,Gladys Colclough,MG Advanced,Betatech,Lost,2017-04-15,2017-04-16,0.0,OK,73101,Central
R8CW1D6X,Gladys Colclough,MG Advanced,Gogozoom,Lost,2017-04-15,2017-06-12,0.0,WI,53201,Central
68KYNPDQ,Hayden Neloms,GTX Plus Basic,Lexiqvolax,Lost,2017-04-15,2017-04-24,0.0,UT,84101,West
K6M3EX4O,Kami Bicknell,GTX Plus Basic,,Engaging,2017-04-15,,0.0,TX,75001,West
9B0HGLRU,Kami Bicknell,GTX Basic,Fasehatice,Lost,2017-04-15,2017-04-21,0.0,NM,87101,West
LWPFQ1UA,Kary Hendrixson,GTX Basic,,Engaging,2017-04-15,,0.0,TX,75001,West
TN59K8NP,Kary Hendrixson,GTX Basic,Sunnamplex,Lost,2017-04-15,2017-08-07,0.0,CA,90001,West
3OBMD08T,Moses Frase,MG Advanced,Codehow,Lost,2017-04-15,2017-04-17,0.0,NE,68101,Central
5FWBETTO,Versie Hillebrand,MG Advanced,Finhigh,Won,2017-04-15,2017-05-19,3641.0,AL,35201,Central
ANRCHVJM,Violet Mclelland,MG Special,Plusstrip,Engaging,2017-04-15,,0.0,OR,97201,East
UDTQF84C,Violet Mclelland,GTX Basic,Condax,Lost,2017-04-15,2017-04-17,0.0,ND,58501,East
35IRGXY3,Zane Levy,GTX Basic,Condax,Won,2017-04-15,2017-05-23,501.0,ND,58501,West
YHRVQVPV,Zane Levy,GTX Plus Pro,Konex,Won,2017-04-15,2017-04-20,4687.0,OR,97201,West
0PGJNCD7,Anna Snelling,GTX Basic,dambase,Won,2017-04-16,2017-06-23,626.0,LA,70101,Central
7X7YIWJO,Anna Snelling,GTX Basic,Finhigh,Won,2017-04-16,2017-08-03,489.0,AL,35201,Central
2IO3IJPO,Cassey Cress,GTXPro,Zencorporation,Won,2017-04-16,2017-04-27,4852.0,WV,25301,East
WCSJBX3N,Cecily Lampkin,MG Advanced,Warephase,Lost,2017-04-16,2017-06-28,0.0,MS,39201,Central
FCNYDFK3,Daniell Hammack,GTX Plus Basic,Bubba Gump,Won,2017-04-16,2017-06-06,1192.0,FL,33101,East
3Y26MZHI,Daniell Hammack,GTXPro,Donquadtech,Won,2017-04-16,2017-04-17,5104.0,GA,30301,East
P0BMLVSL,Darcel Schlecht,GTXPro,Codehow,Won,2017-04-16,2017-08-09,5820.0,NE,68101,Central
QK5BW61U,Donn Cantrell,MG Advanced,Acme Corporation,Won,2017-04-16,2017-08-05,3012.0,NC,28201,East
J3SZACNW,Garret Kinder,GTX Plus Pro,Sumace,Lost,2017-04-16,2017-04-22,0.0,VT,05601,East
5SNTPPOV,Garret Kinder,GTXPro,Mathtouch,Lost,2017-04-16,2017-04-18,0.0,VT,05601,East
D7F2AWWW,Garret Kinder,GTXPro,Konex,Won,2017-04-16,2017-04-23,3930.0,OR,97201,East
FUL5V96O,Gladys Colclough,GTX Plus Basic,Domzoom,Won,2017-04-16,2017-04-22,1055.0,ND,58501,Central
BWIWI1PC,Hayden Neloms,MG Advanced,Blackzim,Lost,2017-04-16,2017-04-22,0.0,CA,90001,West
GYBIACTC,Jonathan Berthelot,GTX Basic,Scottech,Won,2017-04-16,2017-04-24,538.0,IA,50301,Central
VD6BP6T2,Jonathan Berthelot,MG Special,Domzoom,Won,2017-04-16,2017-04-23,68.0,ND,58501,Central
10AEGW41,Kary Hendrixson,GTXPro,,Engaging,2017-04-16,,0.0,TX,75001,West
QA9XE19H,Kary Hendrixson,MG Advanced,Newex,Lost,2017-04-16,2017-04-23,0.0,OR,97201,West
8ZYPSX66,Maureen Marcano,GTX Basic,Newex,Won,2017-04-16,2017-04-28,572.0,OR,97201,West
0AN86YDG,Maureen Marcano,GTX Plus Basic,Groovestreet,Won,2017-04-16,2017-04-24,1234.0,UT,84101,West
VKXZ36VE,Moses Frase,GTX Basic,Ron-tech,Lost,2017-04-16,2017-04-18,0.0,IL,60601,Central
OJYFSZ2O,Versie Hillebrand,MG Special,Isdom,Lost,2017-04-16,2017-04-17,0.0,IA,50301,Central
6G6ZCKSB,Vicki Laflamme,GTXPro,,Engaging,2017-04-16,,0.0,TX,75001,West
YGL1F8K1,Vicki Laflamme,MG Special,Plusstrip,Won,2017-04-16,2017-05-04,56.0,OR,97201,West
C1WGTTYF,Violet Mclelland,MG Special,Zathunicon,Lost,2017-04-16,2017-05-03,0.0,ME,04101,East
1OZWGQK9,Zane Levy,MG Special,Doncon,Lost,2017-04-16,2017-04-25,0.0,AK,99501,West
EXICVP8C,Anna Snelling,MG Special,Warephase,Won,2017-04-17,2017-04-26,52.0,MS,39201,Central
DLXFY70W,Anna Snelling,MG Advanced,Codehow,Won,2017-04-17,2017-04-24,3668.0,NE,68101,Central
GO7UM9AV,Boris Faz,GTX Basic,Plussunin,Lost,2017-04-17,2017-04-19,0.0,MA,02101,East
F5ITRBMX,Boris Faz,MG Advanced,Zotware,Won,2017-04-17,2017-08-04,3138.0,RI,02901,East
